Chr	Amplicon_Start	Insert_Start	Insert_Stop	Amplicon_Stop	Gene	Ampl	AMPN
chr5	112842032	112842061	112842141	112842171	APC	ampl1515	APC-A98
chr5	112842106	112842136	112842203	112842232	APC	ampl335	APC-A99
chr5	112842203	112842231	112842300	112842327	APC	ampl1321	APC-A100
chr5	112842249	112842273	112842350	112842374	APC	ampl361	APC-A101
chr5	112842388	112842410	112842488	112842517	APC	ampl1517	APC-A102
chr5	112842451	112842473	112842552	112842575	APC	ampl363	APC-A103
chr5	112842552	112842575	112842652	112842676	APC	ampl1519	APC-A104
chr5	112842605	112842635	112842703	112842729	APC	ampl365	APC-A105
chr5	112842720	112842749	112842816	112842845	APC	ampl1521	APC-A106
chr5	112842781	112842806	112842894	112842919	APC	ampl367	APC-A107
chr5	112842854	112842884	112842964	112842993	APC	ampl1523	APC-A108
chr5	112842933	112842955	112843031	112843057	APC	ampl369	APC-A109
chr5	112842997	112843021	112843102	112843124	APC	ampl1525	APC-A110
chr5	112843067	112843092	112843171	112843197	APC	ampl371	APC-A111
chr5	112843131	112843161	112843235	112843257	APC	ampl1527	APC-A112
chr5	112843197	112843225	112843305	112843334	APC	ampl373	APC-A113
chr5	112843271	112843295	112843381	112843410	APC	ampl1529	APC-A114
chr5	112843344	112843371	112843454	112843481	APC	ampl375	APC-A115
chr5	112843415	112843444	112843529	112843554	APC	ampl1531	APC-A116
chr5	112843494	112843519	112843608	112843633	APC	ampl377	APC-A117
chr5	112843575	112843601	112843683	112843713	APC	ampl1533	APC-A118
chr5	112843646	112843673	112843763	112843785	APC	ampl379	APC-A119
chr5	112843735	112843757	112843844	112843874	APC	ampl1535	APC-A120
chr5	112843802	112843832	112843905	112843927	APC	ampl381	APC-A121
chr5	112843882	112843905	112843998	112844021	APC	ampl1178	APC-A122
chr5	112843962	112843985	112844063	112844086	APC	ampl383	APC-A123
chr5	112844021	112844049	112844113	112844145	APC	ampl1180	APC-A124
chr5	150054039	150054058	150054142	150054164	CSF1R	ampl920	CSF1R-A01
chr5	150054098	150054117	150054209	150054233	CSF1R	ampl2220	CSF1R-A02
chr5	150054248	150054270	150054366	150054386	CSF1R	ampl894	CSF1R-A03
chr5	150054412	150054433	150054523	150054551	CSF1R	ampl2266	CSF1R-A04
chr5	150055173	150055194	150055268	150055297	CSF1R	ampl1076	CSF1R-A05
chr5	150055224	150055249	150055341	150055363	CSF1R	ampl2168	CSF1R-A06
chr5	150055913	150055933	150056029	150056051	CSF1R	ampl1128	CSF1R-A07
chr5	150056084	150056109	150056202	150056223	CSF1R	ampl1947	CSF1R-A08
chr5	150056214	150056240	150056333	150056353	CSF1R	ampl1126	CSF1R-A09
chr5	150056235	150056262	150056347	150056369	CSF1R	ampl1945	CSF1R-A10
chr5	150057213	150057233	150057316	150057337	CSF1R	ampl1116	CSF1R-A11
chr5	150057278	150057302	150057383	150057402	CSF1R	ampl2274	CSF1R-A12
chr5	150057446	150057471	150057548	150057570	CSF1R	ampl1114	CSF1R-A13
chr5	150057512	150057538	150057627	150057649	CSF1R	ampl2297	CSF1R-A14
chr5	150059625	150059647	150059733	150059753	CSF1R	ampl1066	CSF1R-A15
chr5	150059701	150059724	150059819	150059840	CSF1R	ampl2222	CSF1R-A16
chr5	150059792	150059811	150059907	150059929	CSF1R	ampl1068	CSF1R-A17
chr5	150060782	150060802	150060892	150060913	CSF1R	ampl2228	CSF1R-A18
chr5	150060867	150060886	150060977	150060999	CSF1R	ampl1078	CSF1R-A19
chr5	150061396	150061420	150061513	150061534	CSF1R	ampl2268	CSF1R-A20
chr5	150061481	150061503	150061588	150061607	CSF1R	ampl896	CSF1R-A21
chr5	150061684	150061707	150061782	150061810	CSF1R	ampl2164	CSF1R-A22
chr5	150061714	150061736	150061820	150061840	CSF1R	ampl1064	CSF1R-A23
chr5	150068155	150068176	150068262	150068281	CSF1R	ampl2278	CSF1R-A24
chr5	150068227	150068250	150068336	150068357	CSF1R	ampl1120	CSF1R-A25
chr5	150069756	150069777	150069874	150069895	CSF1R	ampl2270	CSF1R-A26
chr5	150069863	150069883	150069983	150070002	CSF1R	ampl964	CSF1R-A27
chr5	150069949	150069972	150070053	150070074	CSF1R	ampl2272	CSF1R-A28
chr5	150070073	150070094	150070181	150070201	CSF1R	ampl1122	CSF1R-A29
chr5	150070162	150070182	150070276	150070298	CSF1R	ampl2280	CSF1R-A30
chr5	150070255	150070275	150070359	150070380	CSF1R	ampl1124	CSF1R-A31
chr5	150070356	150070378	150070472	150070491	CSF1R	ampl2264	CSF1R-A32
chr5	150070462	150070482	150070579	150070601	CSF1R	ampl1143	CSF1R-A33
chr5	150073233	150073255	150073350	150073372	CSF1R	ampl2230	CSF1R-A34
chr5	150073305	150073329	150073408	150073430	CSF1R	ampl1080	CSF1R-A35
chr5	150073368	150073392	150073483	150073505	CSF1R	ampl2232	CSF1R-A36
chr5	150073456	150073478	150073557	150073580	CSF1R	ampl1106	CSF1R-A37
chr5	150077179	150077201	150077289	150077310	CSF1R	ampl2276	CSF1R-A38
chr5	150077258	150077280	150077359	150077382	CSF1R	ampl1118	CSF1R-A39
chr5	150077345	150077370	150077442	150077470	CSF1R	ampl2170	CSF1R-A40
chr5	150078038	150078059	150078150	150078169	CSF1R	ampl892	CSF1R-A41
chr5	150078119	150078143	150078239	150078258	CSF1R	ampl2203	CSF1R-A42
chr5	150078194	150078212	150078291	150078318	CSF1R	ampl1112	CSF1R-A43
chr5	150079933	150079955	150080050	150080070	CSF1R	ampl2260	CSF1R-A44
chr5	150080045	150080065	150080152	150080171	CSF1R	ampl1108	CSF1R-A45
chr5	150080067	150080087	150080183	150080202	CSF1R	ampl2262	CSF1R-A46
chr5	150080164	150080185	150080271	150080292	CSF1R	ampl1110	CSF1R-A47
chr5	150080268	150080286	150080384	150080407	CSF1R	ampl2258	CSF1R-A48
chr5	150080742	150080761	150080850	150080870	CSF1R	ampl1072	CSF1R-A49
chr5	150080816	150080836	150080923	150080942	CSF1R	ampl2224	CSF1R-A50
chr5	150080892	150080913	150081001	150081024	CSF1R	ampl1074	CSF1R-A51
chr5	150080943	150080962	150081044	150081068	CSF1R	ampl2226	CSF1R-A52
chr5	150086267	150086289	150086374	150086394	CSF1R	ampl1070	CSF1R-A53
chr5	150086363	150086383	150086479	150086501	CSF1R	ampl2166	CSF1R-A54
chr5	171387882	171387904	171387995	171388018	NPM1	ampl804	NPM1-A01
chr5	171389999	171390032	171390107	171390134	NPM1	ampl1627	NPM1-A02
chr5	171390039	171390067	171390148	171390178	NPM1	ampl427	NPM1-A03
chr5	171391292	171391317	171391411	171391431	NPM1	ampl1659	NPM1-A04
chr5	171391405	171391429	171391512	171391542	NPM1	ampl431	NPM1-A05
chr5	171391671	171391701	171391775	171391805	NPM1	ampl1663	NPM1-A06
chr5	171391673	171391704	171391783	171391812	NPM1	ampl459	NPM1-A07
chr5	171392686	171392719	171392798	171392820	NPM1	ampl1661	NPM1-A08
chr5	171392703	171392727	171392811	171392842	NPM1	ampl457	NPM1-A09
chr5	171392853	171392880	171392957	171392988	NPM1	ampl1629	NPM1-A10
chr5	171392936	171392965	171393030	171393062	NPM1	ampl732	NPM1-A11
chr5	171400115	171400146	171400220	171400253	NPM1	ampl2303	NPM1-A12
chr5	171400800	171400826	171400901	171400930	NPM1	ampl429	NPM1-A13
chr5	171400827	171400857	171400930	171400952	NPM1	ampl1657	NPM1-A14
chr5	171405187	171405220	171405300	171405325	NPM1	ampl423	NPM1-A15
chr5	171405274	171405304	171405377	171405410	NPM1	ampl1623	NPM1-A16
chr5	171406308	171406335	171406420	171406446	NPM1	ampl421	NPM1-A17
chr5	171407654	171407686	171407768	171407792	NPM1	ampl1625	NPM1-A18
chr5	171407757	171407777	171407848	171407881	NPM1	ampl425	NPM1-A19
chr5	171410406	171410438	171410522	171410545	NPM1	ampl1631	NPM1-A20
chr7	55019236	55019256	55019353	55019375	EGFR	ampl407	EGFR-A01
chr7	55142206	55142228	55142317	55142344	EGFR	ampl1530	EGFR-A02
chr7	55142287	55142309	55142391	55142421	EGFR	ampl387	EGFR-A03
chr7	55142359	55142384	55142466	55142496	EGFR	ampl1532	EGFR-A04
chr7	55143245	55143270	55143358	55143383	EGFR	ampl384	EGFR-A05
chr7	55143324	55143348	55143437	55143463	EGFR	ampl1528	EGFR-A06
chr7	55143402	55143427	55143514	55143537	EGFR	ampl385	EGFR-A07
chr7	55146579	55146600	55146687	55146711	EGFR	ampl1541	EGFR-A08
chr7	55151229	55151251	55151344	55151367	EGFR	ampl274	EGFR-A09
chr7	55151302	55151324	55151402	55151427	EGFR	ampl1434	EGFR-A10
chr7	55152486	55152507	55152604	55152623	EGFR	ampl397	EGFR-A11
chr7	55152546	55152568	55152656	55152675	EGFR	ampl1547	EGFR-A12
chr7	55152650	55152669	55152751	55152780	EGFR	ampl399	EGFR-A13
chr7	55153913	55153933	55154020	55154040	EGFR	ampl1553	EGFR-A14
chr7	55153991	55154013	55154107	55154128	EGFR	ampl433	EGFR-A15
chr7	55154058	55154079	55154171	55154192	EGFR	ampl1555	EGFR-A16
chr7	55155799	55155823	55155917	55155938	EGFR	ampl405	EGFR-A17
chr7	55155899	55155918	55156009	55156033	EGFR	ampl1551	EGFR-A18
chr7	55156484	55156513	55156599	55156623	EGFR	ampl374	EGFR-A19
chr7	55156562	55156589	55156664	55156692	EGFR	ampl1518	EGFR-A20
chr7	55156689	55156719	55156787	55156815	EGFR	ampl47	EGFR-A21
chr7	55156751	55156777	55156859	55156889	EGFR	ampl1231	EGFR-A22
chr7	55157626	55157649	55157742	55157765	EGFR	ampl435	EGFR-A23
chr7	55157706	55157732	55157803	55157830	EGFR	ampl1557	EGFR-A24
chr7	55160106	55160133	55160207	55160237	EGFR	ampl370	EGFR-A25
chr7	55160170	55160195	55160272	55160294	EGFR	ampl1516	EGFR-A26
chr7	55160291	55160318	55160400	55160430	EGFR	ampl73	EGFR-A27
chr7	55161460	55161481	55161570	55161590	EGFR	ampl1549	EGFR-A28
chr7	55161488	55161507	55161600	55161620	EGFR	ampl401	EGFR-A29
chr7	55163650	55163680	55163765	55163786	EGFR	ampl1488	EGFR-A30
chr7	55163731	55163752	55163834	55163855	EGFR	ampl366	EGFR-A31
chr7	55165237	55165267	55165350	55165373	EGFR	ampl1543	EGFR-A32
chr7	55165296	55165317	55165400	55165420	EGFR	ampl395	EGFR-A33
chr7	55165366	55165388	55165462	55165490	EGFR	ampl1545	EGFR-A34
chr7	55168476	55168508	55168569	55168602	EGFR	ampl403	EGFR-A35
chr7	55170261	55170283	55170369	55170391	EGFR	ampl1534	EGFR-A36
chr7	55170329	55170359	55170446	55170467	EGFR	ampl389	EGFR-A37
chr7	55170420	55170443	55170538	55170558	EGFR	ampl1536	EGFR-A38
chr7	55170502	55170525	55170613	55170639	EGFR	ampl272	EGFR-A39
chr7	55171122	55171154	55171234	55171257	EGFR	ampl1526	EGFR-A40
chr7	55172866	55172895	55172986	55173004	EGFR	ampl382	EGFR-A41
chr7	55172957	55172980	55173078	55173096	EGFR	ampl1524	EGFR-A42
chr7	55173080	55173098	55173194	55173219	EGFR	ampl814	EGFR-A43
chr7	55173886	55173908	55173981	55174011	EGFR	ampl1191	EGFR-A44
chr7	55173932	55173954	55174033	55174056	EGFR	ampl33	EGFR-A45
chr7	55174672	55174694	55174787	55174809	EGFR	ampl1350	EGFR-A46
chr7	55174753	55174777	55174870	55174892	EGFR	ampl200	EGFR-A47
chr7	55181254	55181273	55181371	55181390	EGFR	ampl1189	EGFR-A48
chr7	55181299	55181318	55181414	55181438	EGFR	ampl198	EGFR-A49
chr7	55181399	55181418	55181505	55181527	EGFR	ampl1348	EGFR-A50
chr7	55191653	55191676	55191769	55191792	EGFR	ampl372	EGFR-A51
chr7	55191694	55191716	55191802	55191825	EGFR	ampl1346	EGFR-A52
chr7	55192685	55192714	55192793	55192823	EGFR	ampl393	EGFR-A53
chr7	55192761	55192783	55192860	55192886	EGFR	ampl1539	EGFR-A54
chr7	55198673	55198696	55198779	55198803	EGFR	ampl376	EGFR-A55
chr7	55198746	55198769	55198856	55198878	EGFR	ampl1520	EGFR-A56
chr7	55198822	55198846	55198936	55198960	EGFR	ampl378	EGFR-A57
chr7	55200233	55200257	55200347	55200372	EGFR	ampl1514	EGFR-A58
chr7	55200314	55200337	55200418	55200441	EGFR	ampl368	EGFR-A59
chr7	55201153	55201176	55201272	55201291	EGFR	ampl1522	EGFR-A60
chr7	55201239	55201262	55201349	55201377	EGFR	ampl380	EGFR-A61
chr7	55201629	55201655	55201732	55201754	EGFR	ampl1573	EGFR-A62
chr7	55201707	55201733	55201818	55201846	EGFR	ampl1055	EGFR-A63
chr7	55202430	55202453	55202545	55202567	EGFR	ampl1537	EGFR-A64
chr7	55202519	55202541	55202633	55202655	EGFR	ampl391	EGFR-A65
chr7	55205205	55205227	55205312	55205334	EGFR	ampl1484	EGFR-A66
chr7	55205292	55205313	55205394	55205416	EGFR	ampl364	EGFR-A67
chr7	55205391	55205413	55205493	55205516	EGFR	ampl1486	EGFR-A68
chr7	55205416	55205438	55205526	55205550	EGFR	ampl995	EGFR-A69
chr7	55205551	55205576	55205653	55205675	EGFR	ampl2193	EGFR-A70
chr7	116699007	116699037	116699124	116699146	MET	ampl442	MET-A01
chr7	116699059	116699088	116699158	116699183	MET	ampl1950	MET-A02
chr7	116699193	116699221	116699295	116699325	MET	ampl444	MET-A03
chr7	116699254	116699280	116699355	116699378	MET	ampl1598	MET-A04
chr7	116699362	116699386	116699458	116699486	MET	ampl446	MET-A05
chr7	116699419	116699448	116699524	116699550	MET	ampl1600	MET-A06
chr7	116699547	116699569	116699655	116699683	MET	ampl448	MET-A07
chr7	116699623	116699645	116699730	116699756	MET	ampl1482	MET-A08
chr7	116699693	116699720	116699790	116699820	MET	ampl450	MET-A09
chr7	116699749	116699777	116699855	116699883	MET	ampl1602	MET-A10
chr7	116699820	116699845	116699927	116699954	MET	ampl452	MET-A11
chr7	116699891	116699917	116699999	116700029	MET	ampl1604	MET-A12
chr7	116699965	116699988	116700066	116700089	MET	ampl454	MET-A13
chr7	116700080	116700103	116700178	116700207	MET	ampl1606	MET-A14
chr7	116700148	116700170	116700260	116700286	MET	ampl456	MET-A15
chr7	116700226	116700250	116700335	116700365	MET	ampl1608	MET-A16
chr7	116731618	116731646	116731735	116731757	MET	ampl400	MET-A17
chr7	116731701	116731724	116731798	116731825	MET	ampl1586	MET-A18
chr7	116731763	116731788	116731864	116731887	MET	ampl402	MET-A19
chr7	116739904	116739930	116740007	116740031	MET	ampl1592	MET-A20
chr7	116739955	116739979	116740056	116740081	MET	ampl434	MET-A21
chr7	116740750	116740783	116740866	116740886	MET	ampl1964	MET-A22
chr7	116740837	116740859	116740950	116740971	MET	ampl404	MET-A23
chr7	116740920	116740940	116741024	116741047	MET	ampl1588	MET-A24
chr7	116755273	116755305	116755378	116755398	MET	ampl390	MET-A25
chr7	116755340	116755368	116755447	116755477	MET	ampl1554	MET-A26
chr7	116755410	116755437	116755504	116755534	MET	ampl392	MET-A27
chr7	116755472	116755494	116755581	116755611	MET	ampl1556	MET-A28
chr7	116757376	116757403	116757477	116757507	MET	ampl482	MET-A29
chr7	116757447	116757467	116757542	116757574	MET	ampl1634	MET-A30
chr7	116757536	116757566	116757652	116757675	MET	ampl406	MET-A31
chr7	116757630	116757653	116757729	116757759	MET	ampl1590	MET-A32
chr7	116757686	116757719	116757792	116757825	MET	ampl408	MET-A33
chr7	116758409	116758442	116758503	116758535	MET	ampl1552	MET-A34
chr7	116758456	116758485	116758557	116758582	MET	ampl388	MET-A35
chr7	116759305	116759332	116759417	116759444	MET	ampl1558	MET-A36
chr7	116759388	116759410	116759495	116759520	MET	ampl394	MET-A37
chr7	116762972	116763002	116763078	116763102	MET	ampl1480	MET-A38
chr7	116763046	116763068	116763155	116763184	MET	ampl396	MET-A39
chr7	116763126	116763150	116763235	116763261	MET	ampl1560	MET-A40
chr7	116763199	116763225	116763298	116763328	MET	ampl398	MET-A41
chr7	116769568	116769597	116769673	116769703	MET	ampl1638	MET-A42
chr7	116769637	116769663	116769751	116769776	MET	ampl484	MET-A43
chr7	116769709	116769739	116769803	116769833	MET	ampl1640	MET-A44
chr7	116771460	116771490	116771574	116771599	MET	ampl440	MET-A45
chr7	116771538	116771566	116771642	116771672	MET	ampl1596	MET-A46
chr7	116771615	116771637	116771724	116771753	MET	ampl1149	MET-A47
chr7	116771814	116771844	116771919	116771943	MET	ampl1952	MET-A48
chr7	116771870	116771894	116771967	116771995	MET	ampl1151	MET-A49
chr7	116774796	116774826	116774909	116774930	MET	ampl1646	MET-A50
chr7	116774877	116774906	116774975	116775005	MET	ampl492	MET-A51
chr7	116774984	116775012	116775079	116775109	MET	ampl1648	MET-A52
chr7	116775046	116775068	116775142	116775172	MET	ampl494	MET-A53
chr7	116777341	116777370	116777438	116777465	MET	ampl1642	MET-A54
chr7	116777401	116777428	116777500	116777530	MET	ampl486	MET-A55
chr7	116778729	116778759	116778845	116778868	MET	ampl1962	MET-A56
chr7	116778810	116778835	116778920	116778949	MET	ampl852	MET-A57
chr7	116778894	116778916	116778997	116779020	MET	ampl1636	MET-A58
chr7	116781940	116781970	116782036	116782065	MET	ampl498	MET-A59
chr7	116781996	116782026	116782102	116782127	MET	ampl1652	MET-A60
chr7	116783219	116783249	116783334	116783358	MET	ampl488	MET-A61
chr7	116783298	116783324	116783412	116783435	MET	ampl1644	MET-A62
chr7	116783378	116783402	116783477	116783507	MET	ampl490	MET-A63
chr7	116795611	116795634	116795718	116795748	MET	ampl1650	MET-A64
chr7	116795646	116795669	116795760	116795781	MET	ampl496	MET-A65
chr7	116795826	116795851	116795932	116795956	MET	ampl1594	MET-A66
chr7	116795895	116795921	116795992	116796019	MET	ampl436	MET-A67
chr7	116796005	116796033	116796106	116796131	MET	ampl1948	MET-A68
chr7	116796063	116796088	116796169	116796195	MET	ampl438	MET-A69
chr7	129189432	129189451	129189538	129189559	SMO	ampl1981	SMO-A01
chr7	129203330	129203351	129203449	129203469	SMO	ampl458	SMO-A02
chr7	129203444	129203465	129203561	129203580	SMO	ampl1666	SMO-A03
chr7	129203563	129203582	129203674	129203695	SMO	ampl460	SMO-A04
chr7	129205113	129205135	129205219	129205241	SMO	ampl1676	SMO-A05
chr7	129205189	129205209	129205306	129205325	SMO	ampl468	SMO-A06
chr7	129205278	129205297	129205397	129205417	SMO	ampl1678	SMO-A07
chr7	129205540	129205562	129205652	129205679	SMO	ampl424	SMO-A08
chr7	129205623	129205642	129205738	129205756	SMO	ampl1658	SMO-A09
chr7	129205708	129205728	129205818	129205838	SMO	ampl426	SMO-A10
chr7	129206122	129206144	129206237	129206258	SMO	ampl1664	SMO-A11
chr7	129206213	129206234	129206330	129206352	SMO	ampl432	SMO-A12
chr7	129206424	129206444	129206543	129206562	SMO	ampl1668	SMO-A13
chr7	129206512	129206529	129206630	129206650	SMO	ampl462	SMO-A14
chr7	129208658	129208679	129208775	129208795	SMO	ampl1632	SMO-A15
chr7	129208746	129208768	129208866	129208885	SMO	ampl422	SMO-A16
chr7	129209243	129209261	129209347	129209369	SMO	ampl1660	SMO-A17
chr7	129209281	129209303	129209386	129209408	SMO	ampl428	SMO-A18
chr7	129210324	129210346	129210439	129210462	SMO	ampl1744	SMO-A19
chr7	129210405	129210429	129210523	129210543	SMO	ampl430	SMO-A20
chr7	129210490	129210511	129210604	129210627	SMO	ampl1662	SMO-A21
chr7	129210894	129210916	129210997	129211022	SMO	ampl418	SMO-A22
chr7	129210968	129210987	129211086	129211104	SMO	ampl1630	SMO-A23
chr7	129211075	129211095	129211190	129211214	SMO	ampl420	SMO-A24
chr7	129211584	129211605	129211694	129211715	SMO	ampl1628	SMO-A25
chr7	129211661	129211681	129211775	129211798	SMO	ampl416	SMO-A26
chr7	129211997	129212017	129212114	129212136	SMO	ampl1672	SMO-A27
chr7	129212179	129212199	129212288	129212308	SMO	ampl466	SMO-A28
chr7	129212279	129212298	129212388	129212408	SMO	ampl1674	SMO-A29
chr7	129212324	129212344	129212435	129212455	SMO	ampl464	SMO-A30
chr7	129212403	129212425	129212509	129212529	SMO	ampl1670	SMO-A31
chr7	140734555	140734580	140734671	140734693	BRAF	ampl738	BRAF-A01
chr7	140734640	140734668	140734752	140734779	BRAF	ampl1575	BRAF-A02
chr7	140734743	140734762	140734840	140734870	BRAF	ampl270	BRAF-A03
chr7	140739776	140739802	140739888	140739913	BRAF	ampl1621	BRAF-A04
chr7	140739859	140739886	140739965	140739998	BRAF	ampl419	BRAF-A05
chr7	140749217	140749244	140749316	140749346	BRAF	ampl1577	BRAF-A06
chr7	140749280	140749306	140749396	140749418	BRAF	ampl740	BRAF-A07
chr7	140749357	140749386	140749451	140749484	BRAF	ampl1579	BRAF-A08
chr7	140753204	140753230	140753319	140753343	BRAF	ampl135	BRAF-A09
chr7	140753261	140753288	140753355	140753385	BRAF	ampl1327	BRAF-A10
chr7	140754142	140754166	140754254	140754279	BRAF	ampl742	BRAF-A11
chr7	140776825	140776851	140776931	140776964	BRAF	ampl1432	BRAF-A12
chr7	140776887	140776917	140776990	140777011	BRAF	ampl266	BRAF-A13
chr7	140776962	140776991	140777057	140777086	BRAF	ampl1617	BRAF-A14
chr7	140777006	140777030	140777101	140777131	BRAF	ampl268	BRAF-A15
chr7	140777894	140777926	140778007	140778033	BRAF	ampl1430	BRAF-A16
chr7	140777974	140777997	140778080	140778104	BRAF	ampl744	BRAF-A17
chr7	140781534	140781562	140781648	140781672	BRAF	ampl1323	BRAF-A18
chr7	140781569	140781593	140781676	140781707	BRAF	ampl141	BRAF-A19
chr7	140782955	140782985	140783057	140783079	BRAF	ampl1613	BRAF-A20
chr7	140783020	140783044	140783131	140783152	BRAF	ampl417	BRAF-A21
chr7	140783085	140783112	140783188	140783218	BRAF	ampl1615	BRAF-A22
chr7	140787452	140787477	140787563	140787590	BRAF	ampl240	BRAF-A23
chr7	140787525	140787553	140787619	140787649	BRAF	ampl1619	BRAF-A24
chr7	140794206	140794237	140794315	140794344	BRAF	ampl238	BRAF-A25
chr7	140794278	140794305	140794373	140794402	BRAF	ampl1428	BRAF-A26
chr7	140794385	140794409	140794477	140794509	BRAF	ampl736	BRAF-A27
chr7	140800304	140800328	140800420	140800440	BRAF	ampl1583	BRAF-A28
chr7	140800390	140800412	140800490	140800520	BRAF	ampl413	BRAF-A29
chr7	140801323	140801349	140801438	140801462	BRAF	ampl1609	BRAF-A30
chr7	140801398	140801428	140801510	140801536	BRAF	ampl415	BRAF-A31
chr7	140801473	140801499	140801570	140801603	BRAF	ampl1611	BRAF-A32
chr7	140807860	140807892	140807975	140807999	BRAF	ampl234	BRAF-A33
chr7	140807940	140807972	140808039	140808064	BRAF	ampl1426	BRAF-A34
chr7	140808039	140808063	140808154	140808178	BRAF	ampl236	BRAF-A35
chr7	140808779	140808808	140808888	140808914	BRAF	ampl1292	BRAF-A36
chr7	140808855	140808888	140808968	140808990	BRAF	ampl232	BRAF-A37
chr7	140808924	140808949	140809016	140809048	BRAF	ampl1424	BRAF-A38
chr7	140834559	140834590	140834676	140834698	BRAF	ampl409	BRAF-A39
chr7	140834639	140834666	140834737	140834763	BRAF	ampl1422	BRAF-A40
chr7	140834699	140834727	140834808	140834837	BRAF	ampl411	BRAF-A41
chr7	140834770	140834798	140834877	140834909	BRAF	ampl1581	BRAF-A42
chr7	140850006	140850036	140850115	140850142	BRAF	ampl228	BRAF-A43
chr7	140850083	140850116	140850188	140850219	BRAF	ampl1420	BRAF-A44
chr7	140850164	140850194	140850273	140850303	BRAF	ampl230	BRAF-A45
chr8	38413586	38413606	38413704	38413725	FGFR1	ampl661	FGFR1-A01
chr8	38413693	38413712	38413798	38413818	FGFR1	ampl1867	FGFR1-A02
chr8	38413805	38413824	38413924	38413943	FGFR1	ampl657	FGFR1-A03
chr8	38413908	38413928	38414011	38414032	FGFR1	ampl1863	FGFR1-A04
chr8	38414047	38414068	38414163	38414184	FGFR1	ampl653	FGFR1-A05
chr8	38414133	38414153	38414249	38414271	FGFR1	ampl1861	FGFR1-A06
chr8	38414212	38414231	38414316	38414336	FGFR1	ampl655	FGFR1-A07
chr8	38414488	38414510	38414605	38414626	FGFR1	ampl1905	FGFR1-A08
chr8	38414605	38414626	38414720	38414742	FGFR1	ampl699	FGFR1-A09
chr8	38414722	38414744	38414828	38414856	FGFR1	ampl1869	FGFR1-A10
chr8	38414783	38414813	38414892	38414914	FGFR1	ampl663	FGFR1-A11
chr8	38414856	38414878	38414972	38414994	FGFR1	ampl1871	FGFR1-A12
chr8	38415761	38415780	38415879	38415899	FGFR1	ampl705	FGFR1-A13
chr8	38415850	38415870	38415969	38415989	FGFR1	ampl1913	FGFR1-A14
chr8	38416005	38416024	38416106	38416130	FGFR1	ampl707	FGFR1-A15
chr8	38417231	38417251	38417346	38417370	FGFR1	ampl1901	FGFR1-A16
chr8	38417323	38417349	38417421	38417449	FGFR1	ampl671	FGFR1-A17
chr8	38417778	38417799	38417890	38417910	FGFR1	ampl1909	FGFR1-A18
chr8	38417858	38417885	38417974	38417997	FGFR1	ampl703	FGFR1-A19
chr8	38417912	38417932	38418027	38418051	FGFR1	ampl1911	FGFR1-A20
chr8	38418163	38418187	38418283	38418302	FGFR1	ampl669	FGFR1-A21
chr8	38418252	38418273	38418360	38418380	FGFR1	ampl1899	FGFR1-A22
chr8	38418316	38418338	38418420	38418445	FGFR1	ampl540	FGFR1-A23
chr8	38419492	38419512	38419592	38419617	FGFR1	ampl2201	FGFR1-A24
chr8	38419531	38419551	38419643	38419665	FGFR1	ampl701	FGFR1-A25
chr8	38419644	38419665	38419748	38419768	FGFR1	ampl1907	FGFR1-A26
chr8	38421763	38421787	38421873	38421902	FGFR1	ampl697	FGFR1-A27
chr8	38421823	38421848	38421921	38421948	FGFR1	ampl1903	FGFR1-A28
chr8	38424393	38424415	38424507	38424532	FGFR1	ampl713	FGFR1-A29
chr8	38424485	38424505	38424598	38424624	FGFR1	ampl1562	FGFR1-A30
chr8	38424592	38424610	38424706	38424726	FGFR1	ampl546	FGFR1-A31
chr8	38426072	38426094	38426180	38426202	FGFR1	ampl1738	FGFR1-A32
chr8	38426148	38426170	38426251	38426276	FGFR1	ampl544	FGFR1-A33
chr8	38427844	38427872	38427961	38427983	FGFR1	ampl1917	FGFR1-A34
chr8	38427929	38427952	38428038	38428065	FGFR1	ampl711	FGFR1-A35
chr8	38427997	38428019	38428100	38428121	FGFR1	ampl1919	FGFR1-A36
chr8	38428293	38428317	38428402	38428425	FGFR1	ampl542	FGFR1-A37
chr8	38428363	38428392	38428477	38428501	FGFR1	ampl1736	FGFR1-A38
chr8	38429613	38429634	38429733	38429752	FGFR1	ampl709	FGFR1-A39
chr8	38429726	38429745	38429842	38429863	FGFR1	ampl1915	FGFR1-A40
chr8	38440271	38440298	38440373	38440395	FGFR1	ampl659	FGFR1-A41
chr8	38440333	38440355	38440432	38440459	FGFR1	ampl1865	FGFR1-A42
chr8	38457262	38457283	38457381	38457400	FGFR1	ampl665	FGFR1-A43
chr8	38457347	38457369	38457465	38457485	FGFR1	ampl1897	FGFR1-A44
chr8	38457441	38457463	38457553	38457578	FGFR1	ampl667	FGFR1-A45
chr8	38461051	38461073	38461152	38461175	FGFR1	ampl1740	FGFR1-A46
chr9	5021946	5021975	5022044	5022074	JAK2	ampl106	JAK2-A01
chr9	5022011	5022034	5022109	5022137	JAK2	ampl1224	JAK2-A02
chr9	5022071	5022099	5022166	5022195	JAK2	ampl108	JAK2-A03
chr9	5022130	5022156	5022226	5022254	JAK2	ampl1250	JAK2-A04
chr9	5029745	5029777	5029858	5029884	JAK2	ampl98	JAK2-A05
chr9	5029822	5029848	5029924	5029954	JAK2	ampl1220	JAK2-A06
